name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
KIA Forte,2016,1422540,65600 km,Petrol,Dealer,Tiptronic,Third Owner
HYUNDAI Santa FE,2017,355656,69757 km,Petrol,Individual,Automatic,First Owner
TOYOTA Prius,2012,26376,418667 km,Hybrid,Individual,Automatic,Second Owner
TOYOTA Prius,2012,1317204,139200 km,Petrol,Dealer,Variator,Second Owner
OPEL Astra H,2009,921984,237780 km,Petrol,Individual,Manual,Fourth & Above Owner
TOYOTA Camry,2012,302988,156518 km,Hybrid,Individual,Automatic,Third Owner
HYUNDAI Santa FE,2018,4663260,102934 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Prius C,2014,2028432,80000 km,Hybrid,Dealer,Automatic,Second Owner
BMW 520,1988,252000,222222 km,Petrol,Individual,Manual,First Owner
FORD Transit,2001,1075200,0 km,Diesel,Individual,Manual,Second Owner
SSANGYONG Actyon,2016,3289524,49145 km,Petrol,Individual,Automatic,Third Owner
FORD Transit,1996,1975764,123000 km,Diesel,Dealer,Manual,Third Owner
MAZDA Mazda 2,2014,882504,62967 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius,2010,32928,267165 km,Hybrid,Dealer,Automatic,Second Owner
FORD Explorer,2014,4732560,88033 km,Petrol,Individual,Automatic,First Owner
HYUNDAI H1,2016,3071628,104112 km,Diesel,Individual,Automatic,Second Owner
HONDA Civic,2015,408324,49272 km,Hybrid,Dealer,Automatic,First Owner
CHEVROLET Malibu,2010,1014216,304000 km,Petrol,Individual,Automatic,Fourth & Above Owner
BMW X3,2005,1185492,288000 km,Petrol,Dealer,Automatic,Second Owner
FORD Explorer,2013,4518108,113000 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Ist,2014,1075200,127800 km,Petrol,Dealer,Automatic,First Owner
BMW X5,2000,948360,217000 km,Petrol,Individual,Tiptronic,Third Owner
MERCEDES-BENZ E 300,2017,32928,1600 km,Petrol,Individual,Automatic,Fourth & Above Owner
HONDA Edix FR-v,2006,1106448,300000 km,Diesel,Dealer,Manual,Fourth & Above Owner
HYUNDAI Santa FE,2019,6185172,15936 km,Diesel,Dealer,Automatic,First Owner
CHEVROLET Captiva,2009,605892,45228 km,Diesel,Dealer,Automatic,Second Owner
TOYOTA Camry,2012,32928,314373 km,Hybrid,Dealer,Automatic,Third Owner
MERCEDES-BENZ Vito,2014,3819732,287000 km,Diesel,Dealer,Automatic,Third Owner
MERCEDES-BENZ C 180,1998,737604,0 km,Petrol,Individual,Manual,First Owner
MAZDA Demio,2002,526848,110000 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Tucson,2010,1172808,122222 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Prius,2016,21084,296104 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
TOYOTA CHR,2019,46116,39221 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW 535,2014,4478376,81000 km,Petrol,Dealer,Tiptronic,Third Owner
TOYOTA Prius,2010,18480,197275 km,Hybrid,Individual,Automatic,Second Owner
MERCEDES-BENZ ML 350,2013,4741800,10000 km,Diesel,Dealer,Tiptronic,First Owner
HYUNDAI Elantra,2008,893340,209973 km,Diesel,Dealer,Automatic,Fourth & Above Owner
LEXUS RX 400,2008,684936,224629 km,Hybrid,Dealer,Automatic,Second Owner
SUBARU Impreza,2013,1264452,120333 km,Petrol,Individual,Tiptronic,First Owner
MITSUBISHI Pajero IO,2004,1001028,200000 km,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ E 200,1998,658560,180003 km,CNG,Dealer,Manual,First Owner
PORSCHE Cayman,2018,2160144,1166 km,Petrol,Dealer,Automatic,Second Owner
NISSAN March,2014,1670172,110000 km,Petrol,Individual,Automatic,Third Owner
MITSUBISHI L 200,2017,3819732,80000 km,Petrol,Individual,Manual,First Owner
HYUNDAI Getz,2006,714000,199973 km,Diesel,Individual,Manual,First Owner
FIAT 500,2014,1396164,46400 km,Petrol,Dealer,Tiptronic,Third Owner
VOLKSWAGEN Golf,1997,368844,174000 km,CNG,Dealer,Manual,First Owner
BMW 550,2013,3688020,55000 km,Petrol,Individual,Tiptronic,First Owner
MERCEDES-BENZ ML 350,2011,829836,275862 km,Diesel,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Tucson,2016,2415420,141000 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI Sonata,2011,1264452,174400 km,Petrol,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ GLE 350,2017,3661728,39814 km,Petrol,Individual,Automatic,Third Owner
FORD Explorer,2001,168000,0 km,Petrol,Dealer,Automatic,Second Owner
JEEP Grand Cherokee,2011,3356136,121991 km,Petrol,Individual,Automatic,Third Owner
BMW X5,2013,368844,69754 km,Petrol,Individual,Automatic,Third Owner
HYUNDAI Sonata,2016,1317204,305511 km,LPG,Dealer,Automatic,Fourth & Above Owner
CHRYSLER 300,2010,1975764,98000 km,Petrol,Individual,Automatic,First Owner
BMW 328,2011,1211784,107000 km,Petrol,Dealer,Tiptronic,Third Owner
TOYOTA Camry,2012,1844052,12000 km,Petrol,Individual,Tiptronic,First Owner
NISSAN Altima,2019,1791384,30296 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Highlander,2010,408324,264877 km,Hybrid,Individual,Automatic,Fourth & Above Owner
LEXUS GX 460,2010,3925152,260771 km,Petrol,Individual,Automatic,Third Owner
ALFA ROMEO 159,2005,1053696,152200 km,Petrol,Individual,Manual,Second Owner
MERCEDES-BENZ E 350,2014,158088,146395 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Prius,2008,1132740,112500 km,Hybrid,Individual,Automatic,Third Owner
MITSUBISHI Carisma,1998,168000,150000 km,Petrol,Dealer,Manual,First Owner
TOYOTA Prius,2015,684936,127789 km,Hybrid,Dealer,Automatic,First Owner
FORD C-MAX,2016,1238160,12000 km,Hybrid,Individual,Automatic,Second Owner
FORD C-MAX,2013,1791384,142000 km,Hybrid,Individual,Automatic,Third Owner
HYUNDAI Santa FE,2013,3118500,146740 km,Diesel,Individual,Automatic,First Owner
TOYOTA Corolla,2015,243684,84882 km,Petrol,Dealer,Automatic,Third Owner
CHEVROLET 1500,2017,39480,145896 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW 535 XI,2010,2634072,198000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
FORD Fusion,2013,1080072,143632 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Santa FE,2019,8237544,17632 km,Diesel,Individual,Automatic,Fourth & Above Owner
CHEVROLET Cruze,2014,1247904,123850 km,Diesel,Individual,Automatic,First Owner
TOYOTA Prius,2013,15792,321616 km,Hybrid,Individual,Automatic,First Owner
TOYOTA Prius,2013,1791384,136600 km,Hybrid,Dealer,Automatic,Second Owner
TOYOTA Prius plug-in,2013,1093260,120681 km,Plug-in Hybrid,Individual,Automatic,Third Owner
TOYOTA Camry,2017,500556,60117 km,Petrol,Individual,Automatic,First Owner
CHEVROLET Orlando,2012,1172808,242409 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2010,1596672,229398 km,Diesel,Dealer,Automatic,First Owner
MERCEDES-BENZ Vito,2012,2520000,170000 km,Diesel,Dealer,Automatic,Second Owner
SSANGYONG Actyon,2018,3413256,30084 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2020,6687744,4654 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2014,23688,173925 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Camry,2014,92232,398069 km,Hybrid,Individual,Automatic,Second Owner
OPEL Astra,1998,579516,150000 km,Petrol,Dealer,Manual,Second Owner
NISSAN Pathfinder,1998,395136,200000 km,LPG,Individual,Automatic,Third Owner
FORD Fusion SE,2018,2054808,7368 km,Petrol,Dealer,Automatic,Third Owner
OPEL Combo,2004,526848,0 km,Diesel,Individual,Manual,Third Owner
HYUNDAI Santa FE,2010,1303764,50510 km,Diesel,Dealer,Automatic,Second Owner
FORD F150,2012,8754144,42187 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2011,829836,273186 km,Diesel,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ C 230,2002,711228,208000 km,Petrol,Individual,Tiptronic,First Owner
BMW X5,2008,1817676,200000 km,Petrol,Dealer,Tiptronic,Third Owner
BMW X5,2011,21084,143678 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ GLE 63 AMG,2016,526848,17584 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HONDA Civic,2018,5109804,17992 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2014,3197292,131690 km,Diesel,Individual,Automatic,Fourth & Above Owner
TOYOTA Prius,2010,1238160,10100 km,Petrol,Dealer,Variator,Second Owner
HYUNDAI Santa FE,2011,1185492,56557 km,Diesel,Individual,Automatic,Third Owner
TOYOTA RAV 4 Dizel,2014,3898776,164000 km,Diesel,Individual,Automatic,Fourth & Above Owner
LEXUS IS-F,2008,3688020,101000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
LEXUS RX 350,2015,52668,121315 km,Petrol,Individual,Automatic,Fourth & Above Owner
CHEVROLET Cruze,2011,971292,177309 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ C 180,1997,632268,312000 km,Petrol,Individual,Manual,First Owner
TOYOTA Prius,2010,1185492,252800 km,Hybrid,Individual,Variator,Fourth & Above Owner
HYUNDAI Sonata,2015,777168,586667 km,LPG,Individual,Automatic,Fourth & Above Owner
OPEL Astra j,2003,671748,23450 km,Petrol,Individual,Automatic,Fourth & Above Owner
BMW X3,2019,85596,33870 km,Petrol,Dealer,Automatic,First Owner
TOYOTA RAV 4,2016,4333476,25000 km,Petrol,Dealer,Tiptronic,Second Owner
SSANGYONG Korando,2015,1475208,43740 km,Diesel,Individual,Automatic,First Owner
TOYOTA Prius,2018,1765008,206794 km,Hybrid,Individual,Automatic,Fourth & Above Owner
TOYOTA Aqua,2013,2596104,107000 km,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ E 350,2010,1040592,189530 km,Diesel,Dealer,Automatic,Fourth & Above Owner
SEAT Ibiza,2001,310800,187000 km,Diesel,Dealer,Manual,Second Owner
HYUNDAI Sonata,2015,553224,505900 km,LPG,Dealer,Automatic,Fourth & Above Owner
BMW 535,2012,3661728,92000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ E 350,2011,1343496,170429 km,Diesel,Dealer,Automatic,Second Owner
VOLKSWAGEN Passat,1997,421512,160000 km,Petrol,Individual,Manual,Second Owner
HYUNDAI Elantra,2016,1770300,126199 km,LPG,Dealer,Automatic,Fourth & Above Owner
DAEWOO Lacetti,2009,526596,60563 km,Petrol,Dealer,Automatic,First Owner
TOYOTA Prius,2014,1579284,106000 km,Hybrid,Individual,Variator,First Owner
NISSAN Tiida,2005,763980,140000 km,Petrol,Dealer,Automatic,First Owner
LAND ROVER Range Rover Velar,2018,12644772,22000 km,Petrol,Dealer,Tiptronic,First Owner
SSANGYONG Actyon,2016,3467604,31754 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2016,1317204,256768 km,LPG,Individual,Automatic,Second Owner
LEXUS LS 460,2013,1923096,154258 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI H1,2009,1884372,50653 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI Tucson,2017,3825528,104918 km,Diesel,Individual,Automatic,Third Owner
TOYOTA Camry,2014,65856,102397 km,Hybrid,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta,2008,843024,122400 km,Petrol,Dealer,Manual,Fourth & Above Owner
INFINITI EX35,2008,1817676,139200 km,Petrol,Dealer,Tiptronic,First Owner
NISSAN Juke,2013,1448916,99000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
FORD Mustang,2015,2897748,48000 km,Petrol,Individual,Tiptronic,Second Owner
MERCEDES-BENZ A 200,2005,921984,142000 km,Petrol,Dealer,Tiptronic,Second Owner
OPEL Astra,1998,235200,55000 km,Diesel,Individual,Manual,Third Owner
DAEWOO Lacetti,2010,856128,46527 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Prius,2012,158088,215810 km,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Elantra,2009,105336,268227 km,Petrol,Individual,Automatic,Third Owner
BMW 328,2010,1396164,160000 km,Petrol,Individual,Tiptronic,Third Owner
TOYOTA Prius,2010,1001028,162000 km,Hybrid,Dealer,Automatic,Second Owner
LEXUS GX 460,2010,3292884,155821 km,Petrol,Individual,Automatic,Fourth & Above Owner
FORD Transit,1996,1975764,123000 km,Diesel,Individual,Manual,Third Owner
TOYOTA Highlander,2010,474180,345405 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
TOYOTA Highlander,2010,408324,264877 km,Hybrid,Dealer,Automatic,Third Owner
HYUNDAI H1,2017,3766812,105743 km,Diesel,Individual,Automatic,First Owner
BMW 335,2007,2239188,0 km,Petrol,Individual,Manual,Fourth & Above Owner
VOLKSWAGEN Jetta,2013,1053696,103000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Spark,2015,801612,101512 km,Petrol,Individual,Automatic,Third Owner
MITSUBISHI Pajero IO,1999,658560,198000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
SSANGYONG Kyron,2008,455700,98329 km,Diesel,Dealer,Automatic,First Owner
MERCEDES-BENZ ML 350,2014,2871456,238448 km,Diesel,Individual,Automatic,Second Owner
OPEL Zafira,2005,1001028,100000 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2016,3169320,161052 km,Diesel,Individual,Automatic,Second Owner
HYUNDAI Elantra,2017,2239188,32000 km,Petrol,Individual,Tiptronic,First Owner
MITSUBISHI Colt,1997,237048,3250000 km,Petrol,Individual,Manual,First Owner
HYUNDAI Veloster,2012,1580628,122000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
HYUNDAI Accent,2011,948360,42211 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Sonata,2012,1448916,86000 km,Petrol,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta,1999,342468,250000 km,CNG,Individual,Automatic,Third Owner
TOYOTA Vitz,2005,869316,180000 km,Petrol,Individual,Automatic,Third Owner
HONDA FIT,2003,2520,0 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Aqua,2012,1080072,139000 km,Hybrid,Individual,Automatic,Fourth & Above Owner
HYUNDAI H1,2010,1409352,55857 km,Diesel,Individual,Automatic,Third Owner
MERCEDES-BENZ Vaneo,2005,579264,189000 km,LPG,Dealer,Tiptronic,First Owner
DODGE Durango,2004,921984,241600 km,LPG,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2017,1422540,238025 km,LPG,Dealer,Automatic,Fourth & Above Owner
BMW 528,2012,3161172,144000 km,Petrol,Individual,Automatic,Second Owner
LAND ROVER Land Rover Sport,2012,4741800,165000 km,Petrol,Dealer,Tiptronic,First Owner
MERCEDES-BENZ R 350,2011,1712340,85294 km,Diesel,Dealer,Automatic,First Owner
HYUNDAI Tucson,2018,4735164,32130 km,Petrol,Individual,Automatic,Fourth & Above Owner
SSANGYONG REXTON,2009,869316,74277 km,Diesel,Dealer,Automatic,Second Owner
FORD Focus,2017,2081100,2700 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ C 250,2013,2476236,134000 km,Petrol,Individual,Tiptronic,Second Owner
HYUNDAI Sonata,2015,125160,176688 km,Petrol,Dealer,Automatic,First Owner
AUDI A6,1998,294000,150000 km,Petrol,Individual,Tiptronic,First Owner
HONDA FIT,2005,658560,160250 km,Petrol,Dealer,Variator,First Owner
NISSAN Tiida,2004,869316,147000 km,Petrol,Dealer,Automatic,Second Owner
FORD Fusion,2014,289800,135451 km,Hybrid,Dealer,Automatic,Third Owner
KIA Sorento,2018,1923096,49646 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2010,1966272,151000 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Tucson,2016,2436504,18071 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI Sonata,2011,988680,56554 km,Petrol,Dealer,Automatic,First Owner
TOYOTA CHR,2019,39480,19834 km,Petrol,Dealer,Automatic,Third Owner
CHEVROLET Volt,2014,72408,133195 km,Hybrid,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ C 230,2006,1053696,250000 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2015,777168,586667 km,LPG,Individual,Automatic,First Owner
TOYOTA Prius,2011,15792,197328 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2015,2196516,80377 km,Diesel,Individual,Automatic,First Owner
SUBARU Forester,2010,949200,182000 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Sonata,2014,882504,89000 km,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Sonata,2014,711228,679836 km,LPG,Dealer,Automatic,Second Owner
AUDI Q7,2011,197568,232554 km,Diesel,Dealer,Automatic,Third Owner
CHEVROLET Orlando,2012,1630944,152587 km,Diesel,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Golf,2015,118524,219232 km,Petrol,Dealer,Automatic,Fourth & Above Owner
LEXUS GX 470,2008,72408,263190 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Elantra,2014,144900,107155 km,Petrol,Individual,Automatic,First Owner
TOYOTA Prius,2013,1251348,0 km,Hybrid,Individual,Automatic,Third Owner
TOYOTA RAV 4,2017,3661728,11000 km,Petrol,Individual,Tiptronic,Second Owner
SKODA Fabia,2007,378000,1000 km,Petrol,Individual,Manual,Third Owner
HYUNDAI Elantra,2018,263424,30333 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ E 220,2000,579516,320000 km,Diesel,Individual,Manual,Fourth & Above Owner
TOYOTA Prius,2007,1053696,193000 km,Hybrid,Individual,Automatic,Third Owner
MITSUBISHI Pajero,1997,974736,368000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2008,59304,122874 km,Diesel,Individual,Automatic,First Owner
FORD Focus,2012,1132740,117000 km,Petrol,Dealer,Tiptronic,First Owner
TOYOTA Prius personna,2014,1896720,135000 km,Petrol,Individual,Variator,Second Owner
TOYOTA RAV 4,2005,1396164,273094 km,Petrol,Individual,Automatic,First Owner
LEXUS GX 470,2011,32928,202048 km,Petrol,Dealer,Automatic,Fourth & Above Owner
LEXUS RX 350,2015,276612,71939 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Aqua,2012,843024,13000 km,Hybrid,Dealer,Automatic,Third Owner
AUDI S3,2016,1185492,61410 km,Petrol,Individual,Automatic,First Owner
HYUNDAI H1,2016,3099516,119098 km,Diesel,Dealer,Automatic,Fourth & Above Owner
LEXUS NX 200,2015,65856,109336 km,Petrol,Individual,Automatic,Third Owner
JEEP Liberty,2010,1343496,228800 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI H1,2014,2563428,151854 km,Diesel,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ CLK 320,1998,658560,111111 km,CNG,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2010,39480,229904 km,Diesel,Individual,Automatic,Third Owner
BMW X5,2010,1422540,17000 km,Petrol,Dealer,Tiptronic,Second Owner
VOLKSWAGEN Golf 4,2003,526848,250000 km,Petrol,Individual,Automatic,Second Owner
LEXUS GX 470,2015,5874540,273493 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2013,1501584,117000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
HYUNDAI Accent,2012,1165668,108931 km,Petrol,Dealer,Automatic,First Owner
CHEVROLET Captiva,2007,342468,55790 km,Diesel,Individual,Automatic,Fourth & Above Owner
AUDI Q7,2014,223944,85328 km,Petrol,Dealer,Automatic,First Owner
OPEL Astra,2009,1106448,166000 km,Diesel,Individual,Manual,First Owner
HYUNDAI Elantra,2011,1214136,140000 km,Petrol,Dealer,Automatic,First Owner
VOLKSWAGEN Passat,2013,1317204,156000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
BMW 325,2009,1185492,180000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
BMW 535,2012,3688020,0 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Tucson,2011,2075556,155000 km,Diesel,Dealer,Automatic,Third Owner
CHEVROLET Camaro,2011,3951528,127000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA RAV 4,2001,895692,216000 km,Petrol,Dealer,Manual,Second Owner
MERCEDES-BENZ S 320,2007,1844052,220000 km,Diesel,Dealer,Tiptronic,Third Owner
FORD Transit,1998,1185492,222000 km,Diesel,Individual,Manual,Second Owner
TOYOTA Prius,2008,1185492,150000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HONDA Civic,2017,5163564,41018 km,Petrol,Dealer,Automatic,Third Owner
SUBARU Forester,2007,72408,311206 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius C,2012,1646484,68000 km,Hybrid,Individual,Automatic,Fourth & Above Owner
SSANGYONG Korando,2014,2043468,158423 km,Diesel,Dealer,Automatic,Third Owner
VOLKSWAGEN Passat SE,2012,1525272,127000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
NISSAN Juke,2014,1396164,93000 km,Petrol,Individual,Automatic,Third Owner
NISSAN X-Trail,2004,1106448,190000 km,CNG,Individual,Automatic,Fourth & Above Owner
SUBARU Impreza,2013,105336,275530 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Santa FE,2016,3622752,116365 km,Diesel,Individual,Automatic,Second Owner
TOYOTA Hilux,2004,1580628,0 km,Diesel,Individual,Manual,First Owner
HYUNDAI Tucson,2018,5445132,29545 km,Diesel,Individual,Automatic,Fourth & Above Owner
LEXUS GX 460,2012,342468,150909 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW 525,2005,940800,246000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
INFINITI FX35,2011,3292884,160000 km,Petrol,Individual,Tiptronic,First Owner
TOYOTA Highlander,2012,4083240,178000 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
LEXUS GX 470,2008,23688,218126 km,Petrol,Dealer,Automatic,Third Owner
HONDA FIT,2013,1938888,87000 km,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Tucson,2011,1694364,191668 km,Diesel,Dealer,Automatic,Fourth & Above Owner
KIA Avella,2011,32928,226544 km,Petrol,Individual,Automatic,Fourth & Above Owner
SUBARU Forester,2015,895692,81058 km,Petrol,Dealer,Automatic,Second Owner
MAZDA Demio,2014,546000,71000 km,Petrol,Individual,Automatic,Second Owner
BMW 525,1996,474180,0 km,CNG,Individual,Manual,Second Owner
BMW 525,2004,1185492,174000 km,CNG,Dealer,Tiptronic,First Owner
MITSUBISHI Outlander,2020,6585852,0 km,Petrol,Dealer,Automatic,First Owner
HONDA Elysion,2006,1343496,122439 km,CNG,Individual,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2017,2185428,107220 km,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ E 350,2008,204120,175614 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI H1,2016,3243156,121000 km,Diesel,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2014,869316,430149 km,LPG,Dealer,Automatic,Fourth & Above Owner
SSANGYONG Korando,2013,1842960,147219 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Aqua,2013,1498896,88300 km,Petrol,Dealer,Automatic,Second Owner
FORD Fusion,2013,138264,174619 km,Hybrid,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2008,2054808,142000 km,Petrol,Individual,Tiptronic,First Owner
MERCEDES-BENZ CLS 450 CLS 400,2015,8166396,99000 km,Petrol,Individual,Tiptronic,Third Owner
TOYOTA Prius,2014,3360,105000 km,Hybrid,Individual,Automatic,Third Owner
TOYOTA Prius,2008,881328,278000 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ CLS 55 AMG,2007,3424596,136851 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
TOYOTA Aqua,2012,921984,0 km,Hybrid,Individual,Variator,Second Owner
MERCEDES-BENZ C 200,1998,553224,111111 km,CNG,Dealer,Manual,Second Owner
LINCOLN Town Car,1999,790272,18000 km,CNG,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ A 200,2005,843024,123456 km,Petrol,Individual,Tiptronic,First Owner
FORD Explorer,2018,9103164,25947 km,Petrol,Dealer,Automatic,Fourth & Above Owner
FORD Fusion 2015,2015,1475208,195200 km,Petrol,Individual,Tiptronic,Second Owner
HONDA Civic,2012,1514772,202000 km,Hybrid,Dealer,Variator,Second Owner
TOYOTA Highlander,2010,144900,226198 km,Hybrid,Dealer,Automatic,First Owner
TOYOTA Camry,2014,790272,128000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
SSANGYONG REXTON,2013,2591904,126148 km,Diesel,Dealer,Automatic,Second Owner
TOYOTA Camry,2013,1580628,86400 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
BMW 535,2014,4478376,99200 km,Petrol,Dealer,Tiptronic,Second Owner
FORD Escape,2019,2239188,74000 km,Petrol,Dealer,Tiptronic,Third Owner
HYUNDAI Genesis,2010,1329048,81384 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Aqua,2012,1908060,40740 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Prius,2013,2100,176000 km,LPG,Dealer,Variator,Second Owner
HYUNDAI Elantra,2011,1317204,276800 km,Petrol,Individual,Tiptronic,First Owner
TOYOTA Prius,2012,111972,106280 km,Hybrid,Dealer,Automatic,Third Owner
HYUNDAI Elantra,2012,1655388,123000 km,Petrol,Individual,Automatic,Second Owner
HYUNDAI Elantra,2014,1384320,140765 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius,2014,460992,339710 km,Hybrid,Individual,Automatic,Third Owner
VOLVO XC90,2013,210756,169138 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2010,1264452,70338 km,Diesel,Individual,Automatic,First Owner
MERCEDES-BENZ E 300,2017,4715424,50963 km,Petrol,Individual,Automatic,First Owner
MERCEDES-BENZ GLE 350,2016,138264,59099 km,Petrol,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Jetta,2014,79044,69248 km,Diesel,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ CLA 250,2016,1791384,34058 km,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ E 350,2014,2607948,132349 km,Diesel,Individual,Automatic,First Owner
HYUNDAI Sonata,2016,655956,503800 km,LPG,Individual,Automatic,First Owner
HONDA FIT,2003,605892,240000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA Prius,2010,1027404,0 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ ML 350,2015,39480,82819 km,Petrol,Individual,Automatic,Second Owner
BMW X6,2008,3556308,160350 km,Petrol,Individual,Tiptronic,Third Owner
CHEVROLET Orlando,2012,1828512,153561 km,Diesel,Dealer,Automatic,Fourth & Above Owner
TOYOTA Tacoma,2013,1606920,57554 km,Petrol,Individual,Automatic,First Owner
VOLKSWAGEN Golf 3,1995,352800,12333 km,Petrol,Dealer,Manual,Third Owner
SUBARU XV,2014,1317204,270472 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius,2012,26376,418667 km,Hybrid,Dealer,Automatic,Third Owner
